,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
5695,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
5696,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
5697,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
5698,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
5699,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
5700,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
5701,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
5702,Acne, pus_filled_pimples, blackheads, scurring,
5703,Acne, skin_rash, blackheads, scurring,
5704,Acne, skin_rash, pus_filled_pimples, scurring,
5705,Acne, skin_rash, pus_filled_pimples, blackheads,
5706,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
5707,Acne, skin_rash, pus_filled_pimples, blackheads,
5708,Acne, skin_rash, pus_filled_pimples, scurring,
5709,Acne, skin_rash, blackheads, scurring,
5710,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
5711,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
5712,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
5713,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
5714,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
5715,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
5716,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
5717,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
5718,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
5719,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
5720,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
5721,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
5722,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
5723,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
5724,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
5725,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
5726,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
5727,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
5728,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
5729,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
5730,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
5731,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
5732,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
5733,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
5734,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
5735,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
5736,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
5737,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
5738,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
5739,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
5740,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
5741,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
5742,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
5743,Fungal infection,itching, skin_rash, dischromic _patches,
5744,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
5745,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
5746,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
5747,Fungal infection,itching, skin_rash, dischromic _patches,
5748,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
5749,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
5750,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
5751,Allergy, shivering, chills, watering_from_eyes,
5752,Allergy, continuous_sneezing, chills, watering_from_eyes,
5753,Allergy, continuous_sneezing, shivering, watering_from_eyes,
5754,Allergy, continuous_sneezing, shivering, chills,
5755,Allergy, shivering, chills, watering_from_eyes,
5756,Allergy, continuous_sneezing, chills, watering_from_eyes,
5757,Allergy, continuous_sneezing, shivering, watering_from_eyes,
5758,Allergy, continuous_sneezing, shivering, chills,
5759,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
5760,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
5761,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
5762,GERD, stomach_pain, acidity, vomiting, cough
5763,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
5764,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
5765,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
5766,GERD, acidity, ulcers_on_tongue, vomiting, cough
5767,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
5768,GERD, stomach_pain, acidity, vomiting, cough
5769,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
5770,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
5771,Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
5772,Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
5773,Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
5774,Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
5775,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
5776,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
5777,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
5778,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
5779,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
5780,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
5781,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
5782,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
5783,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
5784,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
5785,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
5786,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
5787,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
5788,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
5789,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
5790,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
5791,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
5792,Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
5793,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
5794,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
5795,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
5796,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
5797,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
5798,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
5799,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
5800,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
5801,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
5802,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
5803,AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,
5804,AIDS, muscle_wasting, patches_in_throat, high_fever,
5805,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
5806,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
5807,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
5808,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
5809,AIDS, muscle_wasting, patches_in_throat, high_fever,
5810,Diabetes , fatigue, weight_loss, restlessness, lethargy
5811,Diabetes , fatigue, weight_loss, restlessness, lethargy
5812,Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
5813,Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
5814,Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
5815,Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
5816,Diabetes , fatigue, weight_loss, restlessness, lethargy
5817,Diabetes , fatigue, weight_loss, restlessness, lethargy
5818,Diabetes , fatigue, weight_loss, restlessness, lethargy
5819,Diabetes , fatigue, weight_loss, restlessness, lethargy
5820,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
5821,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
5822,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
5823,Gastroenteritis, vomiting, dehydration, diarrhoea,
5824,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
5825,Gastroenteritis, vomiting, sunken_eyes, dehydration,
5826,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
5827,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
5828,Gastroenteritis, vomiting, dehydration, diarrhoea,
5829,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
5830,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
5831,Bronchial Asthma, cough, high_fever, breathlessness, family_history
5832,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
5833,Bronchial Asthma, fatigue, cough, breathlessness, family_history
5834,Bronchial Asthma, fatigue, cough, high_fever, family_history
5835,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
5836,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
5837,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
5838,Bronchial Asthma, cough, high_fever, breathlessness, family_history
5839,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
5840,Hypertension , headache, chest_pain, dizziness, loss_of_balance
5841,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
5842,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
5843,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
5844,Hypertension , headache, chest_pain, dizziness, lack_of_concentration
5845,Hypertension , headache, chest_pain, dizziness, loss_of_balance
5846,Hypertension , headache, chest_pain, dizziness, loss_of_balance
5847,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
5848,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
5849,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
5850,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
5851,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
5852,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
5853,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
5854,Migraine, acidity, indigestion, headache, excessive_hunger
5855,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
5856,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
5857,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
5858,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
5859,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
5860,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
5861,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
5862,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
5863,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
5864,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
5865,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
5866,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
5867,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
5868,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
5869,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
5870,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
5871,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
5872,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
5873,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
5874,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
5875,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
5876,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
5877,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
5878,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
5879,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
5880,Jaundice,itching, vomiting, fatigue, weight_loss
5881,Jaundice,itching, vomiting, fatigue, weight_loss
5882,Jaundice, vomiting, fatigue, weight_loss, high_fever
5883,Jaundice,itching, fatigue, weight_loss, high_fever
5884,Jaundice,itching, vomiting, weight_loss, high_fever
5885,Jaundice,itching, vomiting, fatigue, high_fever
5886,Jaundice,itching, vomiting, fatigue, weight_loss
5887,Jaundice,itching, vomiting, fatigue, weight_loss
5888,Jaundice,itching, vomiting, fatigue, weight_loss
5889,Jaundice,itching, vomiting, fatigue, weight_loss
5890,Malaria, chills, vomiting, high_fever, sweating
5891,Malaria, chills, vomiting, high_fever, sweating
5892,Malaria, chills, vomiting, high_fever, sweating
5893,Malaria, vomiting, high_fever, sweating, headache
5894,Malaria, chills, high_fever, sweating, headache
5895,Malaria, chills, vomiting, sweating, headache
5896,Malaria, chills, vomiting, high_fever, headache
5897,Malaria, chills, vomiting, high_fever, sweating
5898,Malaria, chills, vomiting, high_fever, sweating
5899,Malaria, chills, vomiting, high_fever, sweating
5900,Chicken pox,itching, skin_rash, fatigue, lethargy
5901,Chicken pox, skin_rash, fatigue, lethargy, high_fever
5902,Chicken pox,itching, fatigue, lethargy, high_fever
5903,Chicken pox,itching, skin_rash, lethargy, high_fever
5904,Chicken pox,itching, skin_rash, fatigue, high_fever
5905,Chicken pox,itching, skin_rash, fatigue, lethargy
5906,Chicken pox,itching, skin_rash, fatigue, lethargy
5907,Chicken pox,itching, skin_rash, fatigue, lethargy
5908,Chicken pox,itching, skin_rash, fatigue, lethargy
5909,Chicken pox,itching, skin_rash, fatigue, lethargy
5910,Dengue, skin_rash, chills, joint_pain, vomiting
5911,Dengue, skin_rash, chills, joint_pain, vomiting
5912,Dengue, skin_rash, chills, joint_pain, vomiting
5913,Dengue, skin_rash, chills, joint_pain, vomiting
5914,Dengue, chills, joint_pain, vomiting, fatigue
5915,Dengue, skin_rash, joint_pain, vomiting, fatigue
5916,Dengue, skin_rash, chills, vomiting, fatigue
5917,Dengue, skin_rash, chills, joint_pain, fatigue
5918,Dengue, skin_rash, chills, joint_pain, vomiting
5919,Dengue, skin_rash, chills, joint_pain, vomiting
5920,Typhoid, chills, vomiting, fatigue, high_fever
5921,Typhoid, chills, vomiting, fatigue, high_fever
5922,Typhoid, chills, vomiting, fatigue, high_fever
5923,Typhoid, chills, vomiting, fatigue, high_fever
5924,Typhoid, chills, vomiting, fatigue, high_fever
5925,Typhoid, chills, vomiting, fatigue, high_fever
5926,Typhoid, chills, vomiting, fatigue, high_fever
5927,Typhoid, chills, vomiting, fatigue, high_fever
5928,Typhoid, chills, vomiting, fatigue, high_fever
5929,Typhoid, chills, fatigue, high_fever, headache
5930,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
5931,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
5932,hepatitis A, vomiting, yellowish_skin, dark_urine, nausea
5933,hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea
5934,hepatitis A, joint_pain, vomiting, dark_urine, nausea
5935,hepatitis A, joint_pain, vomiting, yellowish_skin, nausea
5936,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
5937,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
5938,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
5939,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
5940,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
5941,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
5942,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine
5943,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine
5944,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine
5945,Hepatitis B,itching, fatigue, lethargy, dark_urine
5946,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
5947,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
5948,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
5949,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
5950,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
5951,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
5952,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
5953,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
5954,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
5955,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes
5956,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
5957,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
5958,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
5959,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
5960,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
5961,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine
5962,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine
5963,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine
5964,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine
5965,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
5966,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
5967,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
5968,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
5969,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
5970,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
5971,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
5972,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
5973,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin
5974,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin
5975,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin
5976,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin
5977,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
5978,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
5979,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
5980,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
5981,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
5982,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
5983,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
5984,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
5985,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
5986,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
5987,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
5988,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
5989,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
5990,Tuberculosis, chills, vomiting, fatigue, weight_loss
5991,Tuberculosis, chills, vomiting, fatigue, weight_loss
5992,Tuberculosis, vomiting, fatigue, weight_loss, cough
5993,Tuberculosis, chills, fatigue, weight_loss, cough
5994,Tuberculosis, chills, vomiting, weight_loss, cough
5995,Tuberculosis, chills, vomiting, fatigue, cough
5996,Tuberculosis, chills, vomiting, fatigue, weight_loss
5997,Tuberculosis, chills, vomiting, fatigue, weight_loss
5998,Tuberculosis, chills, vomiting, fatigue, weight_loss
5999,Tuberculosis, chills, vomiting, fatigue, weight_loss
6000,Common Cold, continuous_sneezing, chills, fatigue, cough
6001,Common Cold, continuous_sneezing, chills, fatigue, cough
6002,Common Cold, chills, fatigue, cough, high_fever
6003,Common Cold, continuous_sneezing, fatigue, cough, high_fever
6004,Common Cold, continuous_sneezing, chills, cough, high_fever
6005,Common Cold, continuous_sneezing, chills, fatigue, high_fever
6006,Common Cold, continuous_sneezing, chills, fatigue, cough
6007,Common Cold, continuous_sneezing, chills, fatigue, cough
6008,Common Cold, continuous_sneezing, chills, fatigue, cough
6009,Common Cold, continuous_sneezing, chills, fatigue, cough
6010,Pneumonia, chills, fatigue, cough, high_fever
6011,Pneumonia, chills, fatigue, cough, high_fever
6012,Pneumonia, chills, fatigue, cough, high_fever
6013,Pneumonia, fatigue, cough, high_fever, breathlessness
6014,Pneumonia, chills, cough, high_fever, breathlessness
6015,Pneumonia, chills, fatigue, high_fever, breathlessness
6016,Pneumonia, chills, fatigue, cough, breathlessness
6017,Pneumonia, chills, fatigue, cough, high_fever
6018,Pneumonia, chills, fatigue, cough, high_fever
6019,Pneumonia, chills, fatigue, cough, high_fever
6020,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
6021,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
6022,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
6023,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
6024,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
6025,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
6026,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
6027,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
6028,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
6029,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
6030,Heart attack, vomiting, breathlessness, sweating, chest_pain
6031,Heart attack, vomiting, breathlessness, sweating, chest_pain
6032,Heart attack, breathlessness, sweating, chest_pain,
6033,Heart attack, vomiting, sweating, chest_pain,
6034,Heart attack, vomiting, breathlessness, chest_pain,
6035,Heart attack, vomiting, breathlessness, sweating,
6036,Heart attack, vomiting, breathlessness, sweating, chest_pain
6037,Heart attack, breathlessness, sweating, chest_pain,
6038,Heart attack, vomiting, sweating, chest_pain,
6039,Heart attack, vomiting, breathlessness, chest_pain,
6040,Varicose veins, fatigue, cramps, bruising, obesity
6041,Varicose veins, fatigue, cramps, bruising, obesity
6042,Varicose veins, cramps, bruising, obesity, swollen_legs
6043,Varicose veins, fatigue, bruising, obesity, swollen_legs
6044,Varicose veins, fatigue, cramps, obesity, swollen_legs
6045,Varicose veins, fatigue, cramps, bruising, swollen_legs
6046,Varicose veins, fatigue, cramps, bruising, obesity
6047,Varicose veins, fatigue, cramps, bruising, obesity
6048,Varicose veins, fatigue, cramps, bruising, obesity
6049,Varicose veins, fatigue, cramps, bruising, obesity
6050,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
6051,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
6052,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
6053,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
6054,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
6055,Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
6056,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
6057,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
6058,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
6059,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
6060,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
6061,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
6062,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
6063,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
6064,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
6065,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
6066,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
6067,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
6068,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
6069,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
6070,Hypoglycemia, vomiting, fatigue, anxiety, sweating
6071,Hypoglycemia, vomiting, fatigue, anxiety, sweating
6072,Hypoglycemia, vomiting, fatigue, anxiety, sweating
6073,Hypoglycemia, fatigue, anxiety, sweating, headache
6074,Hypoglycemia, vomiting, anxiety, sweating, headache
6075,Hypoglycemia, vomiting, fatigue, sweating, headache
6076,Hypoglycemia, vomiting, fatigue, anxiety, headache
6077,Hypoglycemia, vomiting, fatigue, anxiety, sweating
6078,Hypoglycemia, vomiting, fatigue, anxiety, sweating
6079,Hypoglycemia, vomiting, fatigue, anxiety, sweating
6080,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
6081,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
6082,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
6083,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
6084,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
6085,Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
6086,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
6087,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
6088,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
6089,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
6090,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
6091,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
6092,Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
6093,Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
6094,Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
6095,Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
6096,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
6097,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
6098,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
6099,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
6100,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
